yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.5,-360.12,186.33,80.65,-74.71,1.98,-0.27,1.07,0.11
15.0,-400.75,199.38,66.32,-10.77,40.2,-0.37,0.83,0.06
-20.0,-391.0,184.73,24.35,-250.14,54.3,-0.09,0.99,0.45
-22.0,-382.83,187.83,-39.16,-27.07,-80.0,-0.33,0.92,-0.18
28.0,-391.37,203.9,30.94,-33.27,-85.0,-0.26,1.26,0.08
9.1,-394.37,205.3,83.29,-98.46,109.9,-0.31,0.84,0.04
-9.0,-401.19,197.94,26.46,-76.57,35.15,-0.27,0.82,0.13
-33.0,-385.09,194.06,-6.92,-94.21,-37.2,-0.22,1.07,0.22
2.7,-384.85,203.56,4.3,-2.31,-128.11,-0.39,0.92,-0.18
26.0,-386.33,212.45,58.76,-64.45,10.6,-0.31,1.11,0.04
2.4,-387.84,208.41,56.93,-70.2,100.5,-0.31,0.76,0.13
-22.0,-402.11,196.71,7.1,-71.68,9.47,-0.35,1.19,0.23
-16.0,-401.47,195.54,-26.26,-120.98,-85.0,-0.4,1.0,0.12
9.9,-404.8,205.71,13.9,-63.37,-62.9,-0.19,1.05,0.02
14.0,-410.22,208.17,60.24,-80.24,38.31,-0.14,1.01,0.08
-44.0,-374.97,187.49,30.84,-88.4,55.64,-0.25,0.88,0.01
-4.0,-383.23,198.43,6.18,-91.92,15.51,-0.16,0.95,0.19
25.0,-388.35,213.93,-41.93,87.5,-160.0,-0.53,0.88,0.1
-3.0,-381.51,212.64,63.02,-96.18,-18.8,-0.22,1.17,0.0
-7.0,-394.6,200.19,82.55,-84.61,96.87,-0.26,0.75,0.16
-26.0,-393.85,199.76,17.18,-36.96,-11.9,-0.26,0.86,0.15
-0.0,-404.38,209.71,-28.09,-115.73,-30.0,-0.24,1.09,0.16
23.0,-414.06,220.4,18.43,-62.8,-100.0,-0.29,1.21,0.02
-7.0,-410.7,212.52,59.58,-106.88,-1.0,-0.26,1.01,-0.06
-30.0,-393.7,203.19,65.3,-106.73,89.3,-0.15,0.84,0.14
-2.0,-398.21,212.54,-7.33,-55.56,-29.2,-0.39,1.08,0.1
19.0,-388.94,223.78,-14.36,-0.08,-108.0,-0.32,0.99,0.18
-2.0,-382.39,218.72,58.26,-82.79,-9.63,-0.29,1.08,-0.02
-8.0,-386.75,201.81,68.26,-29.61,74.01,-0.14,0.75,0.18
-19.0,-391.08,207.78,4.7,-39.27,-7.82,-0.29,0.9,0.17
-4.0,-408.82,223.08,-41.24,-75.61,-29.0,-0.37,1.01,0.18
0.0,24.62,0.07,45.55,-83.05,-73.1,-0.31,1.02,0.02
4.4,-434.16,231.74,83.27,-136.76,-17.0,-0.4,0.94,-0.02
-21.0,-429.73,218.06,73.25,-117.1,94.6,-0.25,0.88,0.12
-8.0,-426.92,221.8,10.63,-113.16,15.7,-0.31,1.11,0.19
14.0,-440.05,227.37,-31.23,-52.95,-83.0,-0.24,0.9,0.07
5.2,-409.34,229.52,38.58,-60.63,-33.0,-0.14,1.36,-0.04
-3.0,-418.49,221.63,45.59,-122.47,57.8,-0.24,0.71,0.05
-20.0,-404.85,210.67,34.09,49.13,20.23,-0.12,1.1,0.21
-10.0,-403.38,212.67,-7.4,-104.53,-12.0,-0.3,0.78,0.07
22.0,-422.27,231.41,-20.46,-14.74,-77.0,-0.22,1.08,-0.01
9.3,-446.31,224.27,29.03,-60.14,-39.8,-0.25,0.98,-0.04
-13.0,-454.84,209.89,97.87,-143.21,85.6,-0.12,0.9,0.12
-29.0,-460.34,216.88,-4.05,-165.58,35.7,-0.29,0.9,0.13
0.6,-471.67,227.73,-32.37,-108.22,-51.0,-0.19,1.1,0.12
25.0,-466.29,233.96,49.93,-97.64,-112.0,-0.25,0.86,-0.27
2.6,-456.62,229.91,62.87,-112.84,2.46,-0.31,1.02,0.01
-21.0,-439.81,218.67,49.6,-56.39,98.28,-0.16,0.72,0.26
-6.0,-441.12,220.59,10.26,-39.17,10.24,-0.32,1.21,0.13
0.7,-439.05,226.41,-21.42,-6.37,-82.9,-0.35,1.01,0.17
5.9,-448.24,225.13,31.4,-78.83,-25.2,-0.07,1.14,0.12
-6.0,-441.16,217.78,46.44,-64.56,3.02,-0.27,0.87,0.09
-9.0,-437.88,215.42,19.24,-110.03,23.1,-0.23,0.94,0.05
6.2,-448.83,217.69,-5.41,-45.73,-24.0,-0.27,0.99,0.04
0.6,-445.14,220.18,13.92,-60.47,-37.3,-0.23,0.92,0.07
-1.0,-444.5,217.79,31.65,-115.43,24.2,-0.27,0.91,0.1
-8.0,-453.87,214.41,32.81,-59.62,2.66,-0.14,0.91,0.2
-12.0,-453.6,216.62,15.24,-72.68,-5.37,-0.21,0.84,0.02
5.7,-456.06,226.25,9.44,-111.64,-31.6,-0.43,0.94,0.02
1.5,-453.18,221.48,29.27,-68.87,-45.1,-0.29,1.08,0.05
2.1,-458.5,214.01,62.28,-85.98,21.99,-0.29,0.91,0.06
-13.0,-460.9,213.26,6.76,-65.56,6.02,-0.29,0.83,0.06
1.0,-462.87,217.91,-5.7,-97.52,8.34,-0.48,1.02,-0.01
2.8,-450.04,220.01,19.65,-85.37,-53.5,-0.35,0.98,0.0
5.7,-444.37,215.68,41.28,-84.44,4.21,-0.24,0.91,0.16
-12.0,-435.3,208.56,31.85,-25.6,10.8,-0.25,0.95,0.15
-9.0,-438.6,212.75,6.06,-52.05,22.05,-0.3,0.95,0.08
4.6,-446.0,221.68,-5.11,-37.8,-47.5,-0.28,1.04,0.08
22.0,-454.81,217.17,38.57,-85.69,-36.7,-0.27,0.81,0.13
-7.0,-447.56,206.88,57.68,-101.69,17.9,-0.28,0.92,0.08
-27.0,-444.94,205.03,5.83,-109.74,87.6,-0.2,1.01,0.15
-7.0,-453.83,218.87,-18.08,-46.6,-28.0,-0.29,1.01,0.13
12.0,-442.97,229.17,13.7,-63.73,-106.0,-0.34,1.09,0.02
5.7,-430.2,226.06,76.58,-109.5,-29.0,-0.26,1.03,0.05
-8.0,-421.5,210.17,65.16,-32.18,48.02,-0.25,0.87,0.08
-24.0,-417.11,211.49,12.99,-22.66,22.17,-0.31,0.92,0.13
14.0,-413.29,219.04,-39.03,-36.85,-32.0,-0.32,1.01,0.16
13.0,-413.8,220.4,28.09,-53.46,-95.1,-0.31,1.0,0.06
1.3,-409.2,212.68,52.65,-54.05,55.58,-0.34,0.9,0.1
-14.0,-412.58,207.76,28.84,-70.57,51.76,-0.27,0.95,0.16
-21.0,-417.51,215.08,-6.92,-51.11,5.37,-0.31,1.06,0.13
8.6,-428.99,229.58,2.73,-82.23,-54.25,-0.33,0.96,0.09
-5.0,-406.26,215.86,50.62,-88.25,-83.1,-0.32,1.04,-0.01
-27.0,-406.48,215.24,81.53,-116.07,33.3,-0.25,0.96,0.05
0.0,0.03,0.11,0.89,16.47,0.0,-0.31,0.85,0.1
7.7,-413.41,228.13,12.02,-10.15,63.58,-0.22,1.05,0.14
27.0,-415.86,231.84,-15.8,-36.09,-20.0,-0.32,0.87,0.1
-1.0,-409.83,220.82,20.05,-68.53,-107.0,-0.3,0.87,0.1
-23.0,-412.05,208.91,74.95,-95.98,29.95,-0.39,1.09,0.13
-18.0,-420.26,217.91,40.33,-79.24,106.0,-0.41,0.95,0.13
3.4,-429.82,238.8,-17.6,-46.32,-5.5,-0.31,1.14,-0.06
17.0,-407.43,235.48,-24.31,-76.97,-90.0,-0.28,0.96,-0.03
-27.0,-396.3,219.54,57.77,-101.56,-72.0,-0.19,0.91,0.11
-3.0,-416.99,235.84,106.78,-107.98,13.0,-0.26,1.2,0.25
16.0,-390.67,234.44,13.18,18.93,67.79,-0.31,1.03,0.12
9.5,-400.94,228.18,-22.93,-54.72,5.97,-0.24,0.99,0.02
-33.0,-402.02,222.7,8.15,-33.02,-98.38,-0.4,0.97,0.05
19.0,-399.72,241.35,90.06,-150.61,-13.0,-0.48,1.02,0.22
23.0,-393.95,246.57,22.13,34.7,64.49,-0.21,1.08,0.14
1.0,-395.16,230.5,0.19,-105.94,36.85,-0.33,1.14,-0.01
-35.0,-374.74,211.89,-35.15,-51.45,-71.0,-0.29,1.05,-0.01
1.1,-377.2,232.58,55.83,-79.67,-119.0,-0.3,0.78,0.18
12.0,-424.18,252.67,99.84,-58.5,76.24,-0.22,1.09,0.19
-11.0,-439.41,234.99,47.56,-42.76,90.07,-0.33,1.16,0.16
-25.0,-437.67,240.34,-36.63,-70.76,4.22,-0.22,1.16,-0.03
2.1,-463.67,254.86,-50.33,16.75,-137.0,-0.28,0.68,-0.09
0.0,34.4,0.25,106.18,-73.46,4.31,-0.07,1.24,0.0
-2.0,-453.14,239.92,104.24,-250.14,47.0,-0.35,0.93,0.03
-29.0,-442.34,233.8,13.68,-166.22,66.4,-0.34,0.92,0.08
-10.0,-438.78,241.87,-24.46,-38.16,-42.0,-0.39,0.98,-0.06
33.0,-445.82,252.72,48.2,-66.96,-99.8,-0.1,0.9,0.09
6.7,-448.28,246.84,83.71,-175.37,8.12,-0.31,1.19,0.1
-13.0,-437.44,224.29,30.3,-107.42,132.0,-0.32,1.06,0.05
-37.0,-406.45,218.26,-29.58,-5.21,-10.1,-0.21,1.13,-0.01
9.7,-411.72,237.7,1.18,-31.14,-113.8,-0.28,1.12,0.08
26.0,-397.33,243.82,59.04,-59.73,-39.4,-0.29,1.06,0.19
1.4,-414.06,239.33,70.14,-100.79,127.0,-0.25,1.0,0.04
-19.0,-405.2,220.82,5.38,-83.69,25.89,-0.14,1.04,0.08
-23.0,-385.73,221.84,-63.16,-30.78,-51.0,-0.28,0.76,0.2
20.0,-414.79,247.74,-1.26,52.86,-144.6,-0.26,1.24,0.18
14.0,-421.78,241.48,102.73,-89.71,37.7,-0.27,1.01,0.18
-29.0,-416.33,227.83,50.5,-10.2,101.9,-0.29,1.01,-0.02
-8.0,-435.0,241.25,9.49,-133.06,5.59,-0.34,0.85,0.06
17.0,-443.57,247.6,-47.66,-33.43,-73.0,-0.39,1.1,0.01
-1.0,-427.63,244.62,28.67,9.66,-92.29,-0.46,0.94,0.06
-4.0,-426.4,241.8,128.05,-181.4,78.0,-0.38,0.99,0.07
-2.0,-447.96,241.83,4.42,-98.66,56.34,-0.24,1.08,-0.03
2.6,-449.92,237.46,-15.79,-57.82,12.5,-0.27,0.99,-0.02
6.4,-458.01,229.45,12.36,-56.26,-105.0,-0.27,1.02,0.05
-10.0,-464.49,224.53,78.33,-143.98,-30.0,-0.28,1.02,0.09
-25.0,-467.11,223.02,52.12,-106.45,68.1,-0.32,0.81,0.08
-11.0,-477.05,236.58,15.91,-9.63,-4.48,-0.25,0.96,0.05
14.0,-477.86,249.01,17.13,-67.36,-17.2,-0.26,0.94,0.08
10.0,-478.72,250.01,26.82,-157.03,-11.0,-0.34,0.95,-0.02
-5.0,-478.09,237.03,9.4,-82.11,10.13,-0.35,0.98,-0.01
-27.0,-466.87,230.78,-5.25,-108.13,25.0,-0.22,1.25,-0.02
4.6,-468.95,246.45,5.79,-102.89,-38.9,-0.27,0.91,0.05
17.0,-479.23,253.39,17.14,-86.53,-99.8,-0.26,0.93,0.09
3.0,-472.88,239.38,78.3,-117.3,-43.0,-0.29,1.06,0.14
-25.0,-450.07,225.63,75.64,-81.94,53.82,-0.36,1.07,0.05
-8.0,-444.36,234.77,32.32,-82.76,41.27,-0.25,1.03,-0.05
18.0,-463.73,248.72,-23.34,-77.18,-21.0,-0.22,0.73,0.01
6.8,-461.55,244.08,0.79,-34.02,-105.9,-0.24,1.04,0.12
-0.0,-457.32,229.72,88.08,-85.88,17.97,-0.36,1.05,0.14
-33.0,-445.46,229.21,55.15,-118.35,67.2,-0.27,1.07,0.01
3.4,-471.8,247.58,-26.77,-54.6,11.6,-0.3,0.71,0.17
21.0,-459.06,246.81,-28.92,13.33,-98.1,-0.3,1.01,0.12
3.7,-451.01,239.09,62.77,-53.08,-31.8,-0.39,1.0,0.12
-21.0,-441.67,228.41,81.92,-151.45,72.0,-0.34,1.22,0.01
-19.0,-445.81,236.35,10.44,-68.95,26.47,-0.2,1.07,0.04
8.5,-446.69,246.16,-30.43,-59.79,-1.3,-0.34,0.91,0.08
35.0,-453.24,242.7,22.02,-27.38,-127.0,-0.33,1.04,0.08
-2.0,-437.39,231.6,25.11,-27.44,81.29,-0.21,1.03,0.12
-31.0,-439.54,220.1,-3.69,-43.34,14.65,-0.27,0.87,0.02
-28.0,-442.75,233.1,-16.13,-37.63,-84.0,-0.24,0.9,0.04
27.0,-454.4,254.34,56.61,-90.08,-73.4,-0.18,1.01,0.14
14.0,-444.41,256.59,64.83,-76.56,32.86,-0.39,1.24,0.11
-10.0,-444.31,234.52,14.03,-100.59,137.0,-0.4,0.95,0.03
-29.0,-427.93,229.04,-16.43,-12.82,-9.7,-0.18,1.32,-0.03
4.4,-437.76,247.57,-22.12,-79.93,-120.0,-0.23,0.82,-0.01
21.0,-453.41,258.26,75.46,-85.85,-109.0,-0.21,0.92,0.0
12.0,-471.29,251.75,109.68,-119.21,103.0,-0.31,1.14,0.23
-22.0,-446.03,236.31,38.48,-35.34,56.34,-0.3,0.92,0.11
-11.0,-445.06,246.45,-58.67,-73.65,-40.0,-0.37,0.91,-0.16
23.0,-462.74,256.74,5.0,-9.07,-114.68,-0.28,0.95,-0.02
7.0,-453.46,253.16,99.53,-110.99,17.2,-0.32,1.14,0.13
-11.0,-451.05,237.67,70.79,-135.38,83.5,-0.32,1.16,0.06
-24.0,-446.56,235.49,3.4,-146.78,48.47,-0.21,1.05,0.04
6.0,-456.54,257.15,-34.22,23.97,-88.5,-0.28,0.76,0.08
18.0,-426.22,260.21,67.43,-70.81,-43.3,-0.29,1.13,0.04
13.0,-403.21,258.78,68.85,-145.02,89.9,-0.44,1.12,0.09
-14.0,-373.1,246.16,15.89,-40.38,27.21,-0.3,0.97,0.04
6.9,-366.76,242.7,-33.26,-66.07,-42.0,-0.28,0.94,-0.09
7.0,-387.55,234.31,17.62,-56.66,-92.4,-0.26,1.0,-0.08
14.0,-402.38,219.81,112.53,-113.89,23.0,-0.09,1.02,0.17
-7.0,-405.74,209.82,40.77,47.49,72.63,-0.03,1.05,-0.38
-3.0,-400.78,201.53,24.88,23.72,51.52,0.07,1.15,-0.14
-4.0,-392.77,202.06,-22.31,56.56,-53.8,0.1,1.01,-0.03
7.3,-395.0,205.67,12.09,-33.64,26.83,-0.23,1.07,-0.42
6.5,-421.57,204.1,-5.24,-143.85,27.1,-0.28,1.07,-0.5
-12.0,-406.61,194.5,-30.56,-124.11,54.0,-0.18,0.81,-0.33
-24.0,-401.99,194.68,-15.28,-79.85,-27.0,-0.27,1.06,0.03
8.5,-432.65,213.86,-11.66,-47.45,-15.0,-0.34,0.85,0.06
10.0,-416.39,222.27,23.6,-35.77,-18.8,-0.27,0.96,0.05
3.6,-419.04,203.67,32.32,-68.81,26.1,-0.21,1.0,0.01
0.0,-1.28,0.85,14.17,-172.25,25.2,-0.43,0.85,-0.0
-3.0,-422.22,210.9,-15.85,-11.96,-49.0,-0.23,0.99,0.16
9.2,-436.05,212.65,20.04,-48.73,-93.2,-0.26,1.0,0.1
15.0,-433.02,206.97,96.42,-190.28,32.9,-0.64,0.66,-0.11
-6.0,-429.65,200.98,60.63,-11.14,38.46,-0.33,1.04,0.03
-26.0,-435.71,197.16,-50.66,-80.49,14.2,-0.45,0.82,0.03
-18.0,-431.61,202.92,26.47,-122.64,-4.9,-0.28,0.9,0.2
11.0,-414.91,215.53,43.79,-31.07,-13.3,-0.37,0.99,0.11
10.0,-418.04,219.48,29.78,-126.37,35.6,-0.29,1.04,0.1
6.7,-411.26,217.95,-0.46,-60.18,61.18,-0.33,0.95,0.06
-6.0,-421.12,217.1,-2.15,-59.22,-24.4,-0.28,1.19,-0.1
-6.0,-428.73,218.76,4.79,-95.6,-101.0,-0.18,0.92,0.0
16.0,-452.14,217.86,41.83,-54.98,-69.6,-0.64,0.91,0.23
-3.0,-459.48,219.86,74.55,-7.77,44.38,-0.43,0.87,0.06
-14.0,-469.98,216.65,40.3,-83.51,40.02,-0.37,0.78,0.17
-14.0,-418.28,212.59,19.06,-43.82,26.04,-0.35,0.93,0.05
-0.0,-395.71,215.84,20.5,-109.13,-24.0,-0.27,0.99,0.0
26.0,-413.93,212.28,29.44,-100.39,-23.0,-0.32,1.11,0.01
-10.0,-397.24,203.63,19.61,-165.08,62.0,-0.26,1.21,0.05
-25.0,-394.43,203.26,31.84,-105.48,-14.0,-0.43,0.89,-0.07
-1.0,-404.87,215.8,9.94,-117.64,-55.0,-0.28,0.93,0.46
30.0,-417.55,224.9,8.18,127.69,-56.14,-0.32,1.0,0.04
-2.0,-396.84,213.29,37.62,21.11,-3.45,-0.34,1.09,0.05
-22.0,-386.25,208.2,8.76,-138.73,101.2,-0.28,0.98,-0.02
-18.0,-386.05,216.09,-12.34,-2.22,-39.3,-0.27,0.93,0.01
14.0,-393.88,231.15,19.26,-54.95,-96.3,-0.29,1.06,0.13
25.0,-390.54,226.56,59.51,-118.54,118.0,-0.22,1.05,0.14
2.2,-394.15,216.76,-22.73,14.21,-9.37,-0.29,1.09,-0.0
-28.0,-391.3,213.97,1.79,-23.56,-85.98,-0.23,0.94,0.1
4.0,-416.13,224.49,53.11,-63.54,-72.3,-0.24,0.92,0.13
5.4,-411.07,228.62,83.15,-95.51,57.61,-0.21,1.18,0.12
-18.0,-411.99,217.68,6.07,-51.31,98.4,-0.36,1.13,0.07
-22.0,-408.22,220.88,-14.56,-80.18,8.63,-0.26,1.04,0.03
26.0,-401.04,229.03,11.43,-54.2,-110.0,-0.32,0.96,-0.03
15.0,-409.94,230.05,64.74,-164.49,15.5,-0.32,0.94,0.03
-3.0,-412.83,215.83,35.59,-13.61,16.77,-0.35,1.0,0.12
-32.0,-396.02,202.22,28.2,-102.67,20.9,-0.28,1.06,0.04
-9.0,-402.53,211.35,-19.25,-71.92,-69.0,-0.27,0.89,0.07
16.0,-393.29,225.98,36.17,-53.77,-85.8,-0.28,1.02,0.12
18.0,-394.84,229.4,56.31,-39.08,102.8,-0.4,1.12,0.1
-4.0,-357.12,220.53,29.44,-102.63,60.0,-0.34,1.19,0.05
-2.0,-328.42,222.79,-32.1,-80.12,-12.0,-0.13,1.21,-0.08
-0.0,-314.2,217.85,-33.18,0.22,-123.6,-0.18,0.9,0.17
-0.0,-304.94,214.09,56.98,-91.32,-36.3,-0.27,0.93,0.1
-2.0,-306.72,206.84,81.15,-30.2,62.21,-0.13,1.06,0.04
4.4,-308.54,212.78,36.66,-70.38,69.96,-0.02,0.78,-0.04
13.0,-312.39,211.04,-12.76,87.95,-19.1,-0.17,0.88,-0.19
-1.0,-316.2,207.02,41.14,11.44,-44.44,-0.24,1.01,-0.25
1.8,-327.03,202.13,14.95,-11.05,-8.49,-0.27,0.95,-0.2
-4.0,-325.7,198.34,4.62,1.85,-2.63,-0.3,0.86,-0.48
-5.0,-336.43,199.4,-4.0,-59.4,-11.3,-0.39,0.91,-0.43
-5.0,-325.3,195.79,46.75,-59.21,17.16,-0.31,0.94,-0.35
22.0,-335.54,196.85,16.06,-67.79,50.27,-0.29,0.94,-0.2
-0.0,-322.85,194.47,6.33,-66.82,-5.09,-0.16,0.94,-0.28
0.7,-330.61,195.16,1.93,-96.55,6.93,-0.23,0.96,-0.2
